scope,subset_id,n_features,feature_set,auc,accuracy,n_samples,n_los,n_nlos
C,S114,4,gamma_CP_rx2 + a_FP_RHCP_rx2 + a_FP_LHCP_rx2 + fp_idx_diff_rx12,0.844285714285714,0.731818181818182,56,21,35
C,S104,3,a_FP_LHCP_rx1 + a_FP_LHCP_rx2 + fp_idx_diff_rx12,0.844285714285714,0.73030303030303,56,21,35
C,S109,5,gamma_CP_rx1 + a_FP_RHCP_rx1 + a_FP_LHCP_rx1 + a_FP_LHCP_rx2 + fp_idx_diff_rx12,0.842857142857143,0.783333333333333,56,21,35
C,S116,4,a_FP_RHCP_rx1 + a_FP_RHCP_rx2 + a_FP_LHCP_rx2 + fp_idx_diff_rx12,0.842857142857143,0.75,56,21,35
C,S39,4,gamma_CP_rx1 + gamma_CP_rx2 + a_FP_RHCP_rx1 + a_FP_LHCP_rx2,0.842857142857143,0.733333333333333,56,21,35
C,S26,3,gamma_CP_rx2 + a_FP_LHCP_rx1 + a_FP_RHCP_rx2,0.841428571428571,0.787878787878788,56,21,35
C,S122,5,gamma_CP_rx2 + a_FP_LHCP_rx1 + a_FP_RHCP_rx2 + a_FP_LHCP_rx2 + fp_idx_diff_rx12,0.84,0.75,56,21,35
C,S48,2,a_FP_RHCP_rx2 + a_FP_LHCP_rx2,0.84,0.733333333333333,56,21,35
C,S117,5,gamma_CP_rx1 + a_FP_RHCP_rx1 + a_FP_RHCP_rx2 + a_FP_LHCP_rx2 + fp_idx_diff_rx12,0.84,0.731818181818182,56,21,35
C,S125,6,gamma_CP_rx1 + a_FP_RHCP_rx1 + a_FP_LHCP_rx1 + a_FP_RHCP_rx2 + a_FP_LHCP_rx2 + fp_idx_diff_rx12,0.84,0.731818181818182,56,21,35
C,S101,4,gamma_CP_rx1 + a_FP_RHCP_rx1 + a_FP_LHCP_rx2 + fp_idx_diff_rx12,0.838571428571429,0.803030303030303,56,21,35
C,S103,5,gamma_CP_rx1 + gamma_CP_rx2 + a_FP_RHCP_rx1 + a_FP_LHCP_rx2 + fp_idx_diff_rx12,0.838571428571429,0.783333333333333,56,21,35
C,S90,4,gamma_CP_rx2 + a_FP_LHCP_rx1 + a_FP_RHCP_rx2 + fp_idx_diff_rx12,0.838571428571428,0.751515151515152,56,21,35
C,S31,5,gamma_CP_rx1 + gamma_CP_rx2 + a_FP_RHCP_rx1 + a_FP_LHCP_rx1 + a_FP_RHCP_rx2,0.837142857142857,0.766666666666667,56,21,35
C,S93,5,gamma_CP_rx1 + a_FP_RHCP_rx1 + a_FP_LHCP_rx1 + a_FP_RHCP_rx2 + fp_idx_diff_rx12,0.837142857142857,0.766666666666667,56,21,35
C,S95,6,gamma_CP_rx1 + gamma_CP_rx2 + a_FP_RHCP_rx1 + a_FP_LHCP_rx1 + a_FP_RHCP_rx2 + fp_idx_diff_rx12,0.837142857142857,0.748484848484849,56,21,35
C,S25,3,gamma_CP_rx1 + a_FP_LHCP_rx1 + a_FP_RHCP_rx2,0.835714285714286,0.768181818181818,56,21,35
C,S126,6,gamma_CP_rx2 + a_FP_RHCP_rx1 + a_FP_LHCP_rx1 + a_FP_RHCP_rx2 + a_FP_LHCP_rx2 + fp_idx_diff_rx12,0.835714285714286,0.768181818181818,56,21,35
C,S111,6,gamma_CP_rx1 + gamma_CP_rx2 + a_FP_RHCP_rx1 + a_FP_LHCP_rx1 + a_FP_LHCP_rx2 + fp_idx_diff_rx12,0.835714285714286,0.765151515151515,56,21,35
C,S35,3,gamma_CP_rx1 + gamma_CP_rx2 + a_FP_LHCP_rx2,0.835714285714286,0.733333333333333,56,21,35
C,S120,4,a_FP_LHCP_rx1 + a_FP_RHCP_rx2 + a_FP_LHCP_rx2 + fp_idx_diff_rx12,0.835714285714286,0.731818181818182,56,21,35
C,S50,3,gamma_CP_rx2 + a_FP_RHCP_rx2 + a_FP_LHCP_rx2,0.834285714285714,0.734848484848485,56,21,35
C,S40,2,a_FP_LHCP_rx1 + a_FP_LHCP_rx2,0.832857142857143,0.783333333333333,56,21,35
C,S23,4,gamma_CP_rx1 + gamma_CP_rx2 + a_FP_RHCP_rx1 + a_FP_RHCP_rx2,0.831428571428572,0.736363636363637,56,21,35
C,S110,5,gamma_CP_rx2 + a_FP_RHCP_rx1 + a_FP_LHCP_rx1 + a_FP_LHCP_rx2 + fp_idx_diff_rx12,0.831428571428571,0.801515151515152,56,21,35
C,S124,5,a_FP_RHCP_rx1 + a_FP_LHCP_rx1 + a_FP_RHCP_rx2 + a_FP_LHCP_rx2 + fp_idx_diff_rx12,0.828571428571429,0.75,56,21,35
C,S54,4,gamma_CP_rx2 + a_FP_RHCP_rx1 + a_FP_RHCP_rx2 + a_FP_LHCP_rx2,0.828571428571429,0.716666666666667,56,21,35
C,S91,5,gamma_CP_rx1 + gamma_CP_rx2 + a_FP_LHCP_rx1 + a_FP_RHCP_rx2 + fp_idx_diff_rx12,0.828571428571429,0.751515151515152,56,21,35
C,S17,2,gamma_CP_rx1 + a_FP_RHCP_rx2,0.827142857142857,0.787878787878788,56,21,35
C,S19,3,gamma_CP_rx1 + gamma_CP_rx2 + a_FP_RHCP_rx2,0.825714285714286,0.76969696969697,56,21,35
C,S46,4,gamma_CP_rx2 + a_FP_RHCP_rx1 + a_FP_LHCP_rx1 + a_FP_LHCP_rx2,0.825714285714286,0.75,56,21,35
C,S119,6,gamma_CP_rx1 + gamma_CP_rx2 + a_FP_RHCP_rx1 + a_FP_RHCP_rx2 + a_FP_LHCP_rx2 + fp_idx_diff_rx12,0.825714285714286,0.733333333333333,56,21,35
C,S118,5,gamma_CP_rx2 + a_FP_RHCP_rx1 + a_FP_RHCP_rx2 + a_FP_LHCP_rx2 + fp_idx_diff_rx12,0.825714285714286,0.731818181818182,56,21,35
C,S22,3,gamma_CP_rx2 + a_FP_RHCP_rx1 + a_FP_RHCP_rx2,0.824285714285714,0.753030303030303,56,21,35
C,S42,3,gamma_CP_rx2 + a_FP_LHCP_rx1 + a_FP_LHCP_rx2,0.824285714285714,0.784848484848485,56,21,35
C,S21,3,gamma_CP_rx1 + a_FP_RHCP_rx1 + a_FP_RHCP_rx2,0.82,0.754545454545455,56,21,35
C,S18,2,gamma_CP_rx2 + a_FP_RHCP_rx2,0.817142857142857,0.753030303030303,56,21,35
C,S94,5,gamma_CP_rx2 + a_FP_RHCP_rx1 + a_FP_LHCP_rx1 + a_FP_RHCP_rx2 + fp_idx_diff_rx12,0.817142857142857,0.751515151515152,56,21,35
C,S83,4,gamma_CP_rx1 + gamma_CP_rx2 + a_FP_RHCP_rx2 + fp_idx_diff_rx12,0.817142857142857,0.718181818181818,56,21,35
C,S82,3,gamma_CP_rx2 + a_FP_RHCP_rx2 + fp_idx_diff_rx12,0.815714285714286,0.736363636363637,56,21,35
C,S87,5,gamma_CP_rx1 + gamma_CP_rx2 + a_FP_RHCP_rx1 + a_FP_RHCP_rx2 + fp_idx_diff_rx12,0.815714285714286,0.734848484848485,56,21,35
C,S81,3,gamma_CP_rx1 + a_FP_RHCP_rx2 + fp_idx_diff_rx12,0.814285714285714,0.753030303030303,56,21,35
C,S86,4,gamma_CP_rx2 + a_FP_RHCP_rx1 + a_FP_RHCP_rx2 + fp_idx_diff_rx12,0.808571428571428,0.736363636363637,56,21,35
C,S89,4,gamma_CP_rx1 + a_FP_LHCP_rx1 + a_FP_RHCP_rx2 + fp_idx_diff_rx12,0.808571428571428,0.715151515151515,56,21,35
C,S16,1,a_FP_RHCP_rx2,0.807142857142857,0.7,56,21,35
C,S85,4,gamma_CP_rx1 + a_FP_RHCP_rx1 + a_FP_RHCP_rx2 + fp_idx_diff_rx12,0.805714285714286,0.736363636363636,56,21,35
C,S84,3,a_FP_RHCP_rx1 + a_FP_RHCP_rx2 + fp_idx_diff_rx12,0.798571428571429,0.754545454545455,56,21,35
C,S80,2,a_FP_RHCP_rx2 + fp_idx_diff_rx12,0.798571428571429,0.7,56,21,35
C,S34,2,gamma_CP_rx2 + a_FP_LHCP_rx2,0.795714285714286,0.786363636363636,56,21,35
C,S24,2,a_FP_LHCP_rx1 + a_FP_RHCP_rx2,0.794285714285714,0.7,56,21,35
C,S88,3,a_FP_LHCP_rx1 + a_FP_RHCP_rx2 + fp_idx_diff_rx12,0.792857142857143,0.68030303030303,56,21,35
C,S20,2,a_FP_RHCP_rx1 + a_FP_RHCP_rx2,0.791428571428571,0.701515151515152,56,21,35
C,S73,3,gamma_CP_rx1 + a_FP_LHCP_rx1 + fp_idx_diff_rx12,0.787142857142857,0.696969696969697,56,21,35
C,S28,3,a_FP_RHCP_rx1 + a_FP_LHCP_rx1 + a_FP_RHCP_rx2,0.78,0.7,56,21,35
C,S75,4,gamma_CP_rx1 + gamma_CP_rx2 + a_FP_LHCP_rx1 + fp_idx_diff_rx12,0.78,0.696969696969697,56,21,35
C,S9,2,gamma_CP_rx1 + a_FP_LHCP_rx1,0.78,0.695454545454546,56,21,35
C,S92,4,a_FP_RHCP_rx1 + a_FP_LHCP_rx1 + a_FP_RHCP_rx2 + fp_idx_diff_rx12,0.778571428571429,0.68030303030303,56,21,35
C,S13,3,gamma_CP_rx1 + a_FP_RHCP_rx1 + a_FP_LHCP_rx1,0.778571428571428,0.695454545454546,56,21,35
C,S15,4,gamma_CP_rx1 + gamma_CP_rx2 + a_FP_RHCP_rx1 + a_FP_LHCP_rx1,0.771428571428571,0.677272727272727,56,21,35
C,S79,5,gamma_CP_rx1 + gamma_CP_rx2 + a_FP_RHCP_rx1 + a_FP_LHCP_rx1 + fp_idx_diff_rx12,0.771428571428571,0.696969696969697,56,21,35
C,S72,2,a_FP_LHCP_rx1 + fp_idx_diff_rx12,0.77,0.73030303030303,56,21,35
C,S4,1,a_FP_RHCP_rx1,0.765714285714286,0.698484848484848,56,21,35
C,S77,4,gamma_CP_rx1 + a_FP_RHCP_rx1 + a_FP_LHCP_rx1 + fp_idx_diff_rx12,0.764285714285714,0.678787878787879,56,21,35
C,S74,3,gamma_CP_rx2 + a_FP_LHCP_rx1 + fp_idx_diff_rx12,0.762857142857143,0.73030303030303,56,21,35
C,S11,3,gamma_CP_rx1 + gamma_CP_rx2 + a_FP_LHCP_rx1,0.76,0.622727272727273,56,21,35
C,S8,1,a_FP_LHCP_rx1,0.755714285714286,0.675757575757576,56,21,35
C,S68,2,a_FP_RHCP_rx1 + fp_idx_diff_rx12,0.75,0.625757575757576,56,21,35
C,S6,2,gamma_CP_rx2 + a_FP_RHCP_rx1,0.745714285714286,0.698484848484848,56,21,35
C,S78,4,gamma_CP_rx2 + a_FP_RHCP_rx1 + a_FP_LHCP_rx1 + fp_idx_diff_rx12,0.74,0.662121212121212,56,21,35
C,S69,3,gamma_CP_rx1 + a_FP_RHCP_rx1 + fp_idx_diff_rx12,0.737142857142857,0.627272727272727,56,21,35
C,S71,4,gamma_CP_rx1 + gamma_CP_rx2 + a_FP_RHCP_rx1 + fp_idx_diff_rx12,0.737142857142857,0.645454545454545,56,21,35
C,S70,3,gamma_CP_rx2 + a_FP_RHCP_rx1 + fp_idx_diff_rx12,0.728571428571429,0.643939393939394,56,21,35
C,S65,2,gamma_CP_rx1 + fp_idx_diff_rx12,0.727142857142857,0.589393939393939,56,21,35
C,S7,3,gamma_CP_rx1 + gamma_CP_rx2 + a_FP_RHCP_rx1,0.725714285714286,0.698484848484849,56,21,35
C,S1,1,gamma_CP_rx1,0.72,0.662121212121212,56,21,35
C,S5,2,gamma_CP_rx1 + a_FP_RHCP_rx1,0.718571428571429,0.68030303030303,56,21,35
C,S76,3,a_FP_RHCP_rx1 + a_FP_LHCP_rx1 + fp_idx_diff_rx12,0.718571428571429,0.660606060606061,56,21,35
C,S10,2,gamma_CP_rx2 + a_FP_LHCP_rx1,0.711428571428572,0.657575757575757,56,21,35
C,S3,2,gamma_CP_rx1 + gamma_CP_rx2,0.71,0.68030303030303,56,21,35
C,S12,2,a_FP_RHCP_rx1 + a_FP_LHCP_rx1,0.704285714285714,0.675757575757576,56,21,35
C,S67,3,gamma_CP_rx1 + gamma_CP_rx2 + fp_idx_diff_rx12,0.691428571428572,0.625757575757576,56,21,35
C,S14,3,gamma_CP_rx2 + a_FP_RHCP_rx1 + a_FP_LHCP_rx1,0.675714285714286,0.657575757575758,56,21,35
C,S66,2,gamma_CP_rx2 + fp_idx_diff_rx12,0.654285714285714,0.627272727272727,56,21,35
C,S2,1,gamma_CP_rx2,0.652857142857143,0.643939393939394,56,21,35
C,S64,1,fp_idx_diff_rx12,0.647857142857143,0.537878787878788,56,21,35
B+C,S111,6,gamma_CP_rx1 + gamma_CP_rx2 + a_FP_RHCP_rx1 + a_FP_LHCP_rx1 + a_FP_LHCP_rx2 + fp_idx_diff_rx12,0.839944903581267,0.741106719367589,112,56,56
B+C,S47,5,gamma_CP_rx1 + gamma_CP_rx2 + a_FP_RHCP_rx1 + a_FP_LHCP_rx1 + a_FP_LHCP_rx2,0.839807162534435,0.741501976284585,112,56,56
B+C,S43,4,gamma_CP_rx1 + gamma_CP_rx2 + a_FP_LHCP_rx1 + a_FP_LHCP_rx2,0.839807162534435,0.732411067193676,112,56,56
B+C,S41,3,gamma_CP_rx1 + a_FP_LHCP_rx1 + a_FP_LHCP_rx2,0.838429752066116,0.741501976284585,112,56,56
B+C,S107,5,gamma_CP_rx1 + gamma_CP_rx2 + a_FP_LHCP_rx1 + a_FP_LHCP_rx2 + fp_idx_diff_rx12,0.838429752066116,0.73201581027668,112,56,56
B+C,S63,6,gamma_CP_rx1 + gamma_CP_rx2 + a_FP_RHCP_rx1 + a_FP_LHCP_rx1 + a_FP_RHCP_rx2 + a_FP_LHCP_rx2,0.838154269972452,0.723320158102767,112,56,56
B+C,S29,4,gamma_CP_rx1 + a_FP_RHCP_rx1 + a_FP_LHCP_rx1 + a_FP_RHCP_rx2,0.837465564738292,0.713833992094862,112,56,56
B+C,S61,5,gamma_CP_rx1 + a_FP_RHCP_rx1 + a_FP_LHCP_rx1 + a_FP_RHCP_rx2 + a_FP_LHCP_rx2,0.836501377410468,0.714624505928854,112,56,56
B+C,S57,4,gamma_CP_rx1 + a_FP_LHCP_rx1 + a_FP_RHCP_rx2 + a_FP_LHCP_rx2,0.833471074380165,0.732806324110672,112,56,56
B+C,S105,4,gamma_CP_rx1 + a_FP_LHCP_rx1 + a_FP_LHCP_rx2 + fp_idx_diff_rx12,0.833333333333333,0.723320158102767,112,56,56
B+C,S123,6,gamma_CP_rx1 + gamma_CP_rx2 + a_FP_LHCP_rx1 + a_FP_RHCP_rx2 + a_FP_LHCP_rx2 + fp_idx_diff_rx12,0.833333333333333,0.722924901185771,112,56,56
B+C,S59,5,gamma_CP_rx1 + gamma_CP_rx2 + a_FP_LHCP_rx1 + a_FP_RHCP_rx2 + a_FP_LHCP_rx2,0.831542699724518,0.714229249011858,112,56,56
B+C,S31,5,gamma_CP_rx1 + gamma_CP_rx2 + a_FP_RHCP_rx1 + a_FP_LHCP_rx1 + a_FP_RHCP_rx2,0.83099173553719,0.713833992094862,112,56,56
B+C,S121,5,gamma_CP_rx1 + a_FP_LHCP_rx1 + a_FP_RHCP_rx2 + a_FP_LHCP_rx2 + fp_idx_diff_rx12,0.83030303030303,0.723320158102767,112,56,56
B+C,S45,4,gamma_CP_rx1 + a_FP_RHCP_rx1 + a_FP_LHCP_rx1 + a_FP_LHCP_rx2,0.830165289256198,0.741501976284585,112,56,56
B+C,S109,5,gamma_CP_rx1 + a_FP_RHCP_rx1 + a_FP_LHCP_rx1 + a_FP_LHCP_rx2 + fp_idx_diff_rx12,0.830165289256198,0.73201581027668,112,56,56
B+C,S127,7,gamma_CP_rx1 + gamma_CP_rx2 + a_FP_RHCP_rx1 + a_FP_LHCP_rx1 + a_FP_RHCP_rx2 + a_FP_LHCP_rx2 + fp_idx_diff_rx12,0.830027548209366,0.713833992094862,112,56,56
B+C,S56,3,a_FP_LHCP_rx1 + a_FP_RHCP_rx2 + a_FP_LHCP_rx2,0.826997245179063,0.724505928853755,112,56,56
B+C,S40,2,a_FP_LHCP_rx1 + a_FP_LHCP_rx2,0.826721763085399,0.706324110671937,112,56,56
B+C,S44,3,a_FP_RHCP_rx1 + a_FP_LHCP_rx1 + a_FP_LHCP_rx2,0.826584022038568,0.71501976284585,112,56,56
B+C,S60,4,a_FP_RHCP_rx1 + a_FP_LHCP_rx1 + a_FP_RHCP_rx2 + a_FP_LHCP_rx2,0.826584022038568,0.705928853754941,112,56,56
B+C,S125,6,gamma_CP_rx1 + a_FP_RHCP_rx1 + a_FP_LHCP_rx1 + a_FP_RHCP_rx2 + a_FP_LHCP_rx2 + fp_idx_diff_rx12,0.825206611570248,0.713833992094862,112,56,56
B+C,S27,4,gamma_CP_rx1 + gamma_CP_rx2 + a_FP_LHCP_rx1 + a_FP_RHCP_rx2,0.824793388429752,0.73201581027668,112,56,56
B+C,S104,3,a_FP_LHCP_rx1 + a_FP_LHCP_rx2 + fp_idx_diff_rx12,0.823002754820937,0.6699604743083,112,56,56
B+C,S25,3,gamma_CP_rx1 + a_FP_LHCP_rx1 + a_FP_RHCP_rx2,0.821763085399449,0.723715415019763,112,56,56
B+C,S13,3,gamma_CP_rx1 + a_FP_RHCP_rx1 + a_FP_LHCP_rx1,0.821349862258953,0.722924901185771,112,56,56
B+C,S46,4,gamma_CP_rx2 + a_FP_RHCP_rx1 + a_FP_LHCP_rx1 + a_FP_LHCP_rx2,0.820110192837466,0.732806324110672,112,56,56
B+C,S108,4,a_FP_RHCP_rx1 + a_FP_LHCP_rx1 + a_FP_LHCP_rx2 + fp_idx_diff_rx12,0.819972451790634,0.687351778656126,112,56,56
B+C,S9,2,gamma_CP_rx1 + a_FP_LHCP_rx1,0.81969696969697,0.705138339920949,112,56,56
B+C,S36,2,a_FP_RHCP_rx1 + a_FP_LHCP_rx2,0.818870523415978,0.687747035573122,112,56,56
B+C,S42,3,gamma_CP_rx2 + a_FP_LHCP_rx1 + a_FP_LHCP_rx2,0.818595041322314,0.688537549407115,112,56,56
B+C,S58,4,gamma_CP_rx2 + a_FP_LHCP_rx1 + a_FP_RHCP_rx2 + a_FP_LHCP_rx2,0.818181818181818,0.71501976284585,112,56,56
B+C,S38,3,gamma_CP_rx2 + a_FP_RHCP_rx1 + a_FP_LHCP_rx2,0.81763085399449,0.705928853754941,112,56,56
B+C,S52,3,a_FP_RHCP_rx1 + a_FP_RHCP_rx2 + a_FP_LHCP_rx2,0.817355371900826,0.697233201581028,112,56,56
B+C,S62,5,gamma_CP_rx2 + a_FP_RHCP_rx1 + a_FP_LHCP_rx1 + a_FP_RHCP_rx2 + a_FP_LHCP_rx2,0.816942148760331,0.714624505928854,112,56,56
B+C,S124,5,a_FP_RHCP_rx1 + a_FP_LHCP_rx1 + a_FP_RHCP_rx2 + a_FP_LHCP_rx2 + fp_idx_diff_rx12,0.816528925619835,0.696442687747035,112,56,56
B+C,S110,5,gamma_CP_rx2 + a_FP_RHCP_rx1 + a_FP_LHCP_rx1 + a_FP_LHCP_rx2 + fp_idx_diff_rx12,0.816391184573003,0.687747035573122,112,56,56
B+C,S116,4,a_FP_RHCP_rx1 + a_FP_RHCP_rx2 + a_FP_LHCP_rx2 + fp_idx_diff_rx12,0.815426997245179,0.706324110671937,112,56,56
B+C,S106,4,gamma_CP_rx2 + a_FP_LHCP_rx1 + a_FP_LHCP_rx2 + fp_idx_diff_rx12,0.814876033057851,0.687351778656127,112,56,56
B+C,S96,2,a_FP_LHCP_rx2 + fp_idx_diff_rx12,0.813636363636364,0.715415019762846,112,56,56
B+C,S48,2,a_FP_RHCP_rx2 + a_FP_LHCP_rx2,0.812947658402204,0.688537549407115,112,56,56
B+C,S120,4,a_FP_LHCP_rx1 + a_FP_RHCP_rx2 + a_FP_LHCP_rx2 + fp_idx_diff_rx12,0.812809917355372,0.679051383399209,112,56,56
B+C,S100,3,a_FP_RHCP_rx1 + a_FP_LHCP_rx2 + fp_idx_diff_rx12,0.812121212121212,0.688537549407115,112,56,56
B+C,S11,3,gamma_CP_rx1 + gamma_CP_rx2 + a_FP_LHCP_rx1,0.811432506887052,0.69604743083004,112,56,56
B+C,S97,3,gamma_CP_rx1 + a_FP_LHCP_rx2 + fp_idx_diff_rx12,0.810743801652893,0.742292490118577,112,56,56
B+C,S91,5,gamma_CP_rx1 + gamma_CP_rx2 + a_FP_LHCP_rx1 + a_FP_RHCP_rx2 + fp_idx_diff_rx12,0.809917355371901,0.714229249011858,112,56,56
B+C,S126,6,gamma_CP_rx2 + a_FP_RHCP_rx1 + a_FP_LHCP_rx1 + a_FP_RHCP_rx2 + a_FP_LHCP_rx2 + fp_idx_diff_rx12,0.809779614325069,0.705138339920949,112,56,56
B+C,S99,4,gamma_CP_rx1 + gamma_CP_rx2 + a_FP_LHCP_rx2 + fp_idx_diff_rx12,0.809228650137741,0.741897233201581,112,56,56
B+C,S15,4,gamma_CP_rx1 + gamma_CP_rx2 + a_FP_RHCP_rx1 + a_FP_LHCP_rx1,0.808264462809917,0.713833992094862,112,56,56
B+C,S93,5,gamma_CP_rx1 + a_FP_RHCP_rx1 + a_FP_LHCP_rx1 + a_FP_RHCP_rx2 + fp_idx_diff_rx12,0.807851239669422,0.704743083003952,112,56,56
B+C,S118,5,gamma_CP_rx2 + a_FP_RHCP_rx1 + a_FP_RHCP_rx2 + a_FP_LHCP_rx2 + fp_idx_diff_rx12,0.807438016528926,0.696837944664032,112,56,56
B+C,S89,4,gamma_CP_rx1 + a_FP_LHCP_rx1 + a_FP_RHCP_rx2 + fp_idx_diff_rx12,0.806611570247934,0.714624505928854,112,56,56
B+C,S95,6,gamma_CP_rx1 + gamma_CP_rx2 + a_FP_RHCP_rx1 + a_FP_LHCP_rx1 + a_FP_RHCP_rx2 + fp_idx_diff_rx12,0.806060606060606,0.704743083003952,112,56,56
B+C,S53,4,gamma_CP_rx1 + a_FP_RHCP_rx1 + a_FP_RHCP_rx2 + a_FP_LHCP_rx2,0.805922865013774,0.660869565217391,112,56,56
B+C,S35,3,gamma_CP_rx1 + gamma_CP_rx2 + a_FP_LHCP_rx2,0.805785123966942,0.705928853754941,112,56,56
B+C,S54,4,gamma_CP_rx2 + a_FP_RHCP_rx1 + a_FP_RHCP_rx2 + a_FP_LHCP_rx2,0.804545454545454,0.724110671936759,112,56,56
B+C,S102,4,gamma_CP_rx2 + a_FP_RHCP_rx1 + a_FP_LHCP_rx2 + fp_idx_diff_rx12,0.804269972451791,0.697233201581028,112,56,56
B+C,S122,5,gamma_CP_rx2 + a_FP_LHCP_rx1 + a_FP_RHCP_rx2 + a_FP_LHCP_rx2 + fp_idx_diff_rx12,0.803305785123967,0.678260869565217,112,56,56
B+C,S37,3,gamma_CP_rx1 + a_FP_RHCP_rx1 + a_FP_LHCP_rx2,0.803305785123967,0.669565217391304,112,56,56
B+C,S39,4,gamma_CP_rx1 + gamma_CP_rx2 + a_FP_RHCP_rx1 + a_FP_LHCP_rx2,0.803030303030303,0.705928853754941,112,56,56
B+C,S112,3,a_FP_RHCP_rx2 + a_FP_LHCP_rx2 + fp_idx_diff_rx12,0.802754820936639,0.679051383399209,112,56,56
B+C,S26,3,gamma_CP_rx2 + a_FP_LHCP_rx1 + a_FP_RHCP_rx2,0.801790633608815,0.723715415019763,112,56,56
B+C,S98,3,gamma_CP_rx2 + a_FP_LHCP_rx2 + fp_idx_diff_rx12,0.801652892561984,0.715415019762846,112,56,56
B+C,S73,3,gamma_CP_rx1 + a_FP_LHCP_rx1 + fp_idx_diff_rx12,0.801515151515152,0.713833992094862,112,56,56
B+C,S103,5,gamma_CP_rx1 + gamma_CP_rx2 + a_FP_RHCP_rx1 + a_FP_LHCP_rx2 + fp_idx_diff_rx12,0.799862258953168,0.687747035573123,112,56,56
B+C,S75,4,gamma_CP_rx1 + gamma_CP_rx2 + a_FP_LHCP_rx1 + fp_idx_diff_rx12,0.799724517906336,0.704743083003952,112,56,56
B+C,S77,4,gamma_CP_rx1 + a_FP_RHCP_rx1 + a_FP_LHCP_rx1 + fp_idx_diff_rx12,0.799449035812672,0.731225296442688,112,56,56
B+C,S90,4,gamma_CP_rx2 + a_FP_LHCP_rx1 + a_FP_RHCP_rx2 + fp_idx_diff_rx12,0.799035812672176,0.731620553359684,112,56,56
B+C,S50,3,gamma_CP_rx2 + a_FP_RHCP_rx2 + a_FP_LHCP_rx2,0.798484848484848,0.688537549407115,112,56,56
B+C,S55,5,gamma_CP_rx1 + gamma_CP_rx2 + a_FP_RHCP_rx1 + a_FP_RHCP_rx2 + a_FP_LHCP_rx2,0.798071625344353,0.669565217391304,112,56,56
B+C,S51,4,gamma_CP_rx1 + gamma_CP_rx2 + a_FP_RHCP_rx2 + a_FP_LHCP_rx2,0.797658402203857,0.678656126482213,112,56,56
B+C,S30,4,gamma_CP_rx2 + a_FP_RHCP_rx1 + a_FP_LHCP_rx1 + a_FP_RHCP_rx2,0.796969696969697,0.714624505928854,112,56,56
B+C,S115,5,gamma_CP_rx1 + gamma_CP_rx2 + a_FP_RHCP_rx2 + a_FP_LHCP_rx2 + fp_idx_diff_rx12,0.796143250688705,0.696442687747036,112,56,56
B+C,S101,4,gamma_CP_rx1 + a_FP_RHCP_rx1 + a_FP_LHCP_rx2 + fp_idx_diff_rx12,0.793388429752066,0.688142292490119,112,56,56
B+C,S33,2,gamma_CP_rx1 + a_FP_LHCP_rx2,0.793388429752066,0.705928853754941,112,56,56
B+C,S113,4,gamma_CP_rx1 + a_FP_RHCP_rx2 + a_FP_LHCP_rx2 + fp_idx_diff_rx12,0.79297520661157,0.705928853754941,112,56,56
B+C,S79,5,gamma_CP_rx1 + gamma_CP_rx2 + a_FP_RHCP_rx1 + a_FP_LHCP_rx1 + fp_idx_diff_rx12,0.79297520661157,0.713438735177865,112,56,56
B+C,S32,1,a_FP_LHCP_rx2,0.792011019283747,0.705928853754941,112,56,56
B+C,S119,6,gamma_CP_rx1 + gamma_CP_rx2 + a_FP_RHCP_rx1 + a_FP_RHCP_rx2 + a_FP_LHCP_rx2 + fp_idx_diff_rx12,0.790082644628099,0.669565217391304,112,56,56
B+C,S117,5,gamma_CP_rx1 + a_FP_RHCP_rx1 + a_FP_RHCP_rx2 + a_FP_LHCP_rx2 + fp_idx_diff_rx12,0.78801652892562,0.6699604743083,112,56,56
B+C,S49,3,gamma_CP_rx1 + a_FP_RHCP_rx2 + a_FP_LHCP_rx2,0.787741046831956,0.660869565217391,112,56,56
B+C,S94,5,gamma_CP_rx2 + a_FP_RHCP_rx1 + a_FP_LHCP_rx1 + a_FP_RHCP_rx2 + fp_idx_diff_rx12,0.786088154269972,0.723320158102767,112,56,56
B+C,S114,4,gamma_CP_rx2 + a_FP_RHCP_rx2 + a_FP_LHCP_rx2 + fp_idx_diff_rx12,0.781955922865014,0.670355731225296,112,56,56
B+C,S28,3,a_FP_RHCP_rx1 + a_FP_LHCP_rx1 + a_FP_RHCP_rx2,0.781404958677686,0.705533596837945,112,56,56
B+C,S14,3,gamma_CP_rx2 + a_FP_RHCP_rx1 + a_FP_LHCP_rx1,0.778925619834711,0.677865612648221,112,56,56
B+C,S8,1,a_FP_LHCP_rx1,0.777961432506887,0.686561264822134,112,56,56
B+C,S34,2,gamma_CP_rx2 + a_FP_LHCP_rx2,0.777823691460055,0.697628458498024,112,56,56
B+C,S10,2,gamma_CP_rx2 + a_FP_LHCP_rx1,0.777134986225895,0.704347826086956,112,56,56
B+C,S22,3,gamma_CP_rx2 + a_FP_RHCP_rx1 + a_FP_RHCP_rx2,0.777134986225895,0.696837944664032,112,56,56
B+C,S24,2,a_FP_LHCP_rx1 + a_FP_RHCP_rx2,0.771349862258953,0.669565217391304,112,56,56
B+C,S12,2,a_FP_RHCP_rx1 + a_FP_LHCP_rx1,0.769421487603306,0.69604743083004,112,56,56
