case_name,scenario,polarization,pos_id,x_m,y_m,label,valid_flag,r_CP,a_FP,fp_idx_rx1,fp_idx_rx2,rss_rx1_db,rss_rx2_db,fp_energy_gap_db,rise_time_ns,mean_excess_delay_ns,rms_delay_spread_ns,max_excess_delay_ns,kurtosis_pdp,skewness_pdp,fp_energy_db,total_energy_db,fp_energy_ratio,fp_amp_norm,peak_to_leading_db,multipath_count,ricean_k_db,valid_for_model,oof_score,oof_pred,fold_id,full_fit_score
CP_caseA,A,CP,52,2.25,1.75,1,1,72.5292862227131,0.380496759783448,16,16,-59.1890556750531,-71.3418245283932,6.84820631405607,3.49301397205783,4.5124497936467,4.70245890767477,53.642714570888,21.164635817746,3.78881546654525,-72.113646408812,-65.265440094756,0.239843803688268,0.156678662533557,6.5230947738789,71.5,-9.16681662854546,1,0.908335088299935,1,4,0.942131966590997
CP_caseA,A,CP,53,3,1.75,1,1,27.5529249881448,0.400705177397665,20,20,-60.2366214310769,-72.3152056441773,4.63796867924049,1.99600798403304,4.08635087363373,5.68824408775526,49.4011976048178,58.1870889440649,5.74361579037194,-70.9138822081414,-66.2759135289009,0.345524712573173,0.200669837862321,5.2990606626896,63.5,-7.8562563593132,1,0.871247149258551,1,4,0.899779298274441
CP_caseA,A,CP,54,3.75,1.75,1,1,11.8534519206815,0.273004333137696,24,24,-60.4150898310465,-70.1524423078284,4.76407390021331,1.99600798403304,3.81279742209294,4.78221634843738,44.6606786427393,36.4734317748828,4.47909437711092,-70.0478399641264,-65.283766063913,0.336474177854328,0.206208650819404,4.61092096531513,60,-8.3839647117786,1,0.869557512712827,1,2,0.761174491660995
CP_caseA,A,CP,55,4.5,1.75,1,1,7.56697919600134,0.349639615888064,29,29,-61.9865790336569,-70.5486956004457,4.94006315591603,1.99600798403305,2.95222959948736,3.64510998707228,46.4071856287682,61.4650522623179,6.32230773584953,-71.2077004667345,-66.2676373108185,0.320763636357569,0.187763757112159,5.78174395547514,59.5,-8.00946320105259,1,0.812710672438343,1,1,0.821246750583177
CP_caseA,A,CP,56,5.25,1.75,1,1,2.34023678766688,0.238661596527507,33,34,-62.8654375364821,-65.5682582623422,5.12011776683548,2.24550898203717,2.88328485346151,3.22976018693812,47.6546906187889,63.4612961808118,6.30748160973262,-69.3369656635771,-64.2168478967416,0.309453318857285,0.187578888624364,5.99972543319399,53,-7.7689486587803,1,0.866963879814052,1,4,0.867896049053062
CP_caseB,B,CP,1,0.75,-1.75,1,1,0.103775975617524,0.247563294824086,10,10,-70.4571681368732,-62.2499564355711,4.69562431005644,1.74650698602891,3.65422062931121,4.48897699903429,43.6626746507228,32.8777943868092,4.58223149519615,-71.0491865901122,-66.3535622800558,0.339218455978359,0.195423219083744,5.532615772532,70.5,-7.89650599740339,1,0.604075088536274,1,1,0.595447306646942
CP_caseB,B,CP,2,1.5,-1.75,1,1,0.0986881158851001,0.257943191442068,13,12,-67.2370852980328,-57.6765541624648,5.02045647660376,1.99600798403304,3.33823194037139,3.56121522111815,44.9101796407435,71.408320088693,6.44282141849858,-67.477276204018,-62.4568197274143,0.325943134652108,0.193451164207135,5.3169789135554,61.5,-8.31346417468176,1,0.892329994108132,1,5,0.88201015627327
CP_caseB,B,CP,3,2.25,-1.75,1,1,0.0605685546181434,0.288905588085801,16,16,-68.3060589134027,-57.4748656895699,4.93615602782351,1.99600798403304,3.02103985670593,3.21480356629659,45.4091816367517,117.505497146777,7.0376457029001,-67.8266183257758,-62.8904622979523,0.324715800389859,0.179259122924548,6.55838040350317,53.5,-7.62007860261869,1,0.909182102678289,1,3,0.916286212510759
CP_caseB,B,CP,4,3,-1.75,1,1,0.0721502140697905,0.231465157106247,20,20,-66.9904984891809,-58.0300180909267,4.59920263700461,1.99600798403304,2.68047180191423,2.23710744687014,31.6866267465245,38.2258229300583,3.86580733880332,-67.1094609243408,-62.5102582873362,0.348993430188701,0.199603559378601,5.47587082507759,40,-7.70779220673083,1,0.616299205839665,1,5,0.661400750230623
CP_caseB,B,CP,5,3.75,-1.75,1,1,0.0816488926171872,0.291019656449109,24,24,-69.104542622359,-57.7312990665587,4.28113838760281,1.74650698602891,2.82605151312571,2.87718170979988,44.6606786427393,90.5083343824969,6.33506965757456,-67.6990592278524,-63.4179208402496,0.373273288950465,0.220163269660473,4.47805329750483,51,-7.860654871003,1,0.839138088935992,1,4,0.871446247406531
