group_name,n_samples,n_los,n_nlos,accuracy,precision,recall,specificity,f1_score,balanced_accuracy,auc,brier_score,tp,tn,fp,fn
overall,336,224,112,0.696428571428571,0.824468085106383,0.691964285714286,0.705357142857143,0.752427184466019,0.698660714285714,0.795918367346939,0.182470297624653,155,79,33,69
