label_mode,scope,l1_auc,l1_xy_auc,delta_auc_xy,rf_cv_auc,status,skip_reason
geometric_class,B,0.808163265306122,0.857823129251701,0.0496598639455782,0.793197278911565,ok,
geometric_class,C,0.824489795918367,0.854421768707483,0.0299319727891156,0.751700680272109,ok,
geometric_class,B+C,0.842155612244898,0.840242346938776,-0.00191326530612235,0.82079081632653,ok,
material_class,B,NaN,NaN,NaN,NaN,skipped_minority_scope,minority class count 1 < 2
material_class,C,0.7625,0.8234375,0.0609375000000001,0.8515625,ok,
material_class,B+C,0.880495356037152,0.884210526315789,0.00371517027863788,0.868421052631579,ok,
