Row,fp_energy_db,skewness_pdp,kurtosis_pdp,mean_excess_delay_ns,rms_delay_spread_ns
gamma_CP_rx1,0.183944374209861,0.392891311032904,0.371997471554994,0.244105989681211,0.146171455905969
gamma_CP_rx2,0.331397136706871,0.0236187514948577,0.0352615573854512,0.272773089144771,0.353956674753135
a_FP_RHCP_rx1,0.473869887586702,0.541847473263403,0.487878839648751,0.524353367273721,0.380257628045239
a_FP_LHCP_rx1,0.572427990569584,0.471554993678888,0.431176751973212,0.505586496736939,0.400049543854854
a_FP_RHCP_rx2,0.592365121126183,0.388321317524857,0.359355246523388,0.577271329483719,0.530811152492568
a_FP_LHCP_rx2,0.532553729456384,0.391464789694878,0.366633067960502,0.428024737759251,0.376986025216114
