predictor_name,permuted_delta_error
gamma_CP_rx1,0.660414455055213
gamma_CP_rx2,0.0941022700362053
a_FP_RHCP_rx1,0.419625797180952
a_FP_LHCP_rx1,0.401562803245257
a_FP_RHCP_rx2,0.594627310817306
a_FP_LHCP_rx2,-0.000639589893160499
