label_mode,scope,status,n_valid,n_los,n_nlos,auc,accuracy,lambda,n_selected,selected_features,warning_message
material_class,B+C,ok,112,95,17,0.884210526315789,0.866071428571429,0.0182425270984975,5,"gamma_CP_rx1, gamma_CP_rx2, a_FP_RHCP_rx1, a_FP_RHCP_rx2, x_m",
