predictor_name,coefficient,selected
gamma_CP_rx1,0.36878962823957,1
gamma_CP_rx2,0.552588583132122,1
a_FP_RHCP_rx1,0.869611508259336,1
a_FP_LHCP_rx1,0,0
a_FP_RHCP_rx2,0.484208945715269,1
a_FP_LHCP_rx2,0,0
x_m,-0.0865102163751809,1
y_m,0,0
