predictor_name,coefficient,selected
gamma_CP_rx1,0.106277661413242,1
gamma_CP_rx2,0,0
a_FP_RHCP_rx1,0,0
a_FP_LHCP_rx1,0.036139341306648,1
a_FP_RHCP_rx2,0.529904219545068,1
a_FP_LHCP_rx2,0.397554490961967,1
x_m,-0.866138351473772,1
y_m,0,0
