predictor_name,coefficient,selected
gamma_CP_rx1,0.218956805033277,1
gamma_CP_rx2,0.270475331029018,1
a_FP_RHCP_rx1,0.785272965564899,1
a_FP_LHCP_rx1,0,0
a_FP_RHCP_rx2,0.519956321772356,1
a_FP_LHCP_rx2,0,0
