label_mode,scope,status,n_valid,n_los,n_nlos,auc,accuracy,lambda,n_selected,selected_features,warning_message
geometric_class,B+C,ok,112,56,56,0.840242346938776,0.767857142857143,0.0316964285714286,5,"gamma_CP_rx1, a_FP_LHCP_rx1, a_FP_RHCP_rx2, a_FP_LHCP_rx2, x_m",
