predictor_name,permuted_delta_error
gamma_CP_rx1,0.459912170665774
gamma_CP_rx2,0.269831340611569
a_FP_RHCP_rx1,0.852569373578696
a_FP_LHCP_rx1,0.416145829109055
a_FP_RHCP_rx2,0.280520280046409
a_FP_LHCP_rx2,0.163050242347119
