predictor_name,permuted_delta_error
gamma_CP_rx1,0.539683989045805
gamma_CP_rx2,0.421299257227281
a_FP_RHCP_rx1,0.409426899767717
a_FP_LHCP_rx1,0.773617771592663
a_FP_RHCP_rx2,0.220604188844617
a_FP_LHCP_rx2,0.784770481557784
