predictor_name,coefficient,selected
gamma_CP_rx1,0.898689851067674,1
gamma_CP_rx2,0.887759741290282,1
a_FP_RHCP_rx1,0.376443101316281,1
a_FP_LHCP_rx1,0.299359793596692,1
a_FP_RHCP_rx2,0.588367635103012,1
a_FP_LHCP_rx2,0.407397096429448,1
