predictor_name,permuted_delta_error
gamma_CP_rx1,0.403907347638516
gamma_CP_rx2,0.592076510269617
a_FP_RHCP_rx1,0.223390044876215
a_FP_LHCP_rx1,0.31221090816242
a_FP_RHCP_rx2,0.166948764127868
a_FP_LHCP_rx2,0.494216681707243
