label_mode,scope,status,n_valid,n_los,n_nlos,cv_auc,cv_accuracy,oob_auc,warning_message
material_class,B,skipped_minority_scope,NaN,NaN,NaN,NaN,NaN,NaN,minority class count 1 < 2
