predictor_name,permuted_delta_error
gamma_CP_rx1,0.27970729598364
gamma_CP_rx2,0.159035515727894
a_FP_RHCP_rx1,-0.0715322420780702
a_FP_LHCP_rx1,0.0236119863499758
a_FP_RHCP_rx2,0.256916515305666
a_FP_LHCP_rx2,0.653713812180438
