case_name,scenario,polarization,pos_id,x_m,y_m,label,valid_flag,r_CP,a_FP,fp_idx_rx1,fp_idx_rx2,rss_rx1_db,rss_rx2_db,fp_energy_gap_db,rise_time_ns,mean_excess_delay_ns,rms_delay_spread_ns,max_excess_delay_ns,kurtosis_pdp,skewness_pdp,fp_energy_db,total_energy_db,fp_energy_ratio,fp_amp_norm,peak_to_leading_db,multipath_count,ricean_k_db,valid_for_model,oof_score,oof_pred,fold_id,full_fit_score,baseline_score,proposed_score,baseline_pred,proposed_pred,rescued_by_proposed,harmed_by_proposed,tag_id,geometric_class,material_class,penetration_loss_db,num_hits,hit_objects,hit_materials,criterion
CP_caseB,B,CP,36,0.75,0.75,1,1,6.87797010889617,0.293939887231606,5,6,-57.8191384921355,-67.6857177388169,3.93225603906654,1.99600798403304,2.62064780595407,3.99029533399025,40.4191616766691,50.8646093486104,6.33329832940502,-66.684684151421,-62.7524281123545,0.404643652320293,0.214759151894912,5.42234024491734,64.5,-7.03152243558861,1,0.996376087978696,1,2,0.991862869794312,0.993535562161729,0.996670426083663,1,1,0,0,T6,LOS,LOS,0,0,,,penetration_threshold
LP_caseB,B,LP,36,0.75,0.75,1,1,2.28885567073901,0.255798941890757,5,6,-64.3106999538371,-69.9297300213134,4.25856747133344,1.99600798403304,3.56114094533636,5.4679518126554,50.8982035928426,24.838501873987,4.11359652628347,-71.3787824528635,-67.1202149815301,0.375160146403535,0.207079163721682,5.38942084438074,68,-7.4477193023122,1,0.935711811557291,1,4,0.87449129247332,0.914485815910383,0.921628308302459,1,1,0,0,T6,LOS,LOS,0,0,,,penetration_threshold
CP_caseB,B,CP,43,0.75,1.25,1,1,18.784102281316,0.289146380870085,7,8,-59.1928736332072,-72.8208714226126,4.30184108948637,1.99600798403304,4.09900216296267,5.65537883293998,48.9021956088095,28.2972241970842,4.07224339812839,-70.3087136077642,-66.0068725182778,0.373685363361814,0.207269542797035,5.3060499364827,80,-7.55060721681919,1,0.869571785273722,1,5,0.910854991579979,0.894256877897698,0.88335650904502,1,1,0,0,T7,LOS,LOS,0,0,,,penetration_threshold
LP_caseB,B,LP,43,0.75,1.25,1,1,11.6371537488472,0.248432608567016,7,8,-67.8358347198547,-77.8470507771612,5.75301625547227,1.99600798403304,7.01669679583006,8.34113127431711,55.1397205589128,7.31515451533585,1.98851437502818,-78.5944589716811,-72.8414427162088,0.276411302130977,0.178126599706896,5.18006029397523,97,-9.31232005913004,1,0.13752553876345,0,1,0.173129635840565,0.134087977331265,0.182522742216776,0,0,0,0,T7,LOS,LOS,0,0,,,penetration_threshold
CP_caseB,B,CP,50,0.75,1.75,1,1,34.4148296137828,0.359386385589469,10,10,-61.6685498399807,-76.0545737421207,4.3756037561495,1.74650698602891,3.73721167165439,5.16255574494702,58.6327345309706,35.7154073029585,4.63576820587026,-73.2371655270542,-68.8615617709047,0.365807616909668,0.202470712651126,5.61738617722196,75,-7.46863981298271,1,0.998355702695507,1,2,0.918791680986908,0.884355505119504,0.998227927363597,1,1,0,0,T8,LOS,LOS,0,0,,,penetration_threshold
LP_caseB,B,LP,50,0.75,1.75,1,1,10.4965744206469,0.30097509513725,10,19,-69.7136101619584,-79.7484403735039,4.78757876498312,1.74650698602891,4.60028335753067,6.98155707779984,50.1497005988302,11.5180652462016,2.87230561907965,-79.5186039826975,-74.7310252177144,0.335492910086505,0.196116733150964,5.49738231841257,87,-7.99711242259547,1,0.197507159912166,0,3,0.21785320828399,0.185832602421965,0.31504176436863,0,0,0,0,T8,LOS,LOS,0,0,,,penetration_threshold
CP_caseB,B,CP,23,1.5,-0.25,1,1,0.361478328645811,0.365064698883776,8,8,-60.5304910934318,-56.303497149512,4.49369004183891,1.99600798403304,2.52396961515625,2.76621595917478,39.4211576846526,109.248656564885,7.42555916081209,-62.9106841625601,-58.4169941207212,0.355414055364425,0.18736983313762,6.60072761268469,49,-7.08136806009835,1,0.999937772578319,1,3,0.999696963188362,0.999735667033058,0.999911686071686,1,1,0,0,T12,LOS,LOS,0,0,,,penetration_threshold
LP_caseB,B,LP,23,1.5,-0.25,1,1,0.666580777576346,0.307647794696157,8,8,-67.1080609514286,-64.9566502739655,5.53114602635487,1.99600798403304,4.39635173899773,5.24639375012147,47.6546906187889,18.8171450219953,3.25562264601208,-71.5635016350649,-66.03235560871,0.280119446804217,0.166680222153837,6.59882476986205,80,-8.29733745489523,1,0.9499906316873,1,4,0.941550934601128,0.85912879100255,0.912674606470532,1,1,0,0,T12,LOS,LOS,0,0,,,penetration_threshold
CP_caseB,B,CP,16,1.5,-0.75,1,1,0.106308621084971,0.367169172943667,9,9,-64.2398520638986,-54.9807703333003,4.35700331058981,1.99600798403304,2.98428997771104,3.72497222991674,33.4331337325535,37.7944080762602,4.5543088835226,-63.9673145077575,-59.6103111971677,0.367240301618989,0.196610438734688,6.07331146957216,55,-7.19857146170316,1,0.996837134193798,1,3,0.997306805719829,0.990622113075711,0.995754466157569,1,1,0,0,T11,LOS,LOS,0,0,,,penetration_threshold
LP_caseB,B,LP,16,1.5,-0.75,1,1,1.09288859228625,0.252529095626743,9,9,-66.8181252043341,-67.4919345181837,6.09063795579843,1.99600798403304,5.57862130891072,5.52732540519631,48.1536926147972,13.2382889647354,2.33026016719705,-73.2456678120335,-67.1550298562351,0.24610150110557,0.163596195360073,5.77642884679636,89.5,-9.41240979173569,1,0.750578406703982,1,5,0.808273311478816,0.620633899385103,0.683148386625922,1,1,0,0,T11,LOS,LOS,0,0,,,penetration_threshold
CP_caseB,B,CP,9,1.5,-1.25,1,1,0.0763357030644052,0.244151854517586,10,10,-65.8465323415056,-55.8204134842684,4.05010686826597,1.99600798403304,3.04120315273824,4.06370693522946,45.6586826347558,85.4368005257398,7.09759981045239,-64.8835797791159,-60.8334729108499,0.396550347581875,0.217703345456388,4.9894910082945,66,-7.40652026414856,1,0.99860511703761,1,3,0.996693818367712,0.998899595372532,0.998871300865327,1,1,0,0,T10,LOS,LOS,0,0,,,penetration_threshold
LP_caseB,B,LP,9,1.5,-1.25,1,1,1.07687608761863,0.216747970826721,10,10,-68.8275628434564,-68.0746070917903,5.67274435373947,1.99600798403304,4.97269645356749,5.84163141301196,46.9061876247765,18.4211610326692,3.2985967760449,-74.1238293145869,-68.4510849608475,0.273163917533685,0.180307299261886,5.02037929436697,84,-9.29114310187983,1,0.691482229773434,1,3,0.729365156849987,0.659974339310076,0.67382688949577,1,1,0,0,T10,LOS,LOS,0,0,,,penetration_threshold
CP_caseB,B,CP,2,1.5,-1.75,1,1,0.0986881158851001,0.257943191442068,13,12,-67.2370852980328,-57.6765541624648,5.02045647660376,1.99600798403304,3.33823194037139,3.56121522111815,44.9101796407435,71.408320088693,6.44282141849858,-67.477276204018,-62.4568197274143,0.325943134652108,0.193451164207135,5.3169789135554,61.5,-8.31346417468176,1,0.994362684797522,1,2,0.994879231848171,0.991940544375787,0.991819146247033,1,1,0,0,T9,LOS,LOS,0,0,,,penetration_threshold
LP_caseB,B,LP,2,1.5,-1.75,1,1,1.0380128464539,0.208899451285927,13,13,-68.6602090517028,-69.6179316917527,6.65681793822741,1.99600798403304,5.55417660179139,6.1787237139162,50.8982035928426,23.1870204271893,3.84250641116361,-75.7958883019978,-69.1390703637704,0.216883476493563,0.152512877513383,5.81923829279717,88.5,-10.0456587966457,1,0.732035916349639,1,5,0.750109074932067,0.637333856654303,0.655959009363098,1,1,0,0,T9,LOS,LOS,0,0,,,penetration_threshold
CP_caseB,B,CP,30,1.5,0.25,1,1,2.14035166638325,0.376516530937067,8,8,-57.894009387665,-61.1346974339005,4.49049752635509,1.99600798403304,2.6351360848193,3.22977910641822,34.9301397205782,54.4043446711689,6.20508952265222,-64.0048509362148,-59.5143534098597,0.355600412442144,0.188051752122452,6.54518831869775,51.5,-7.10977395173293,1,0.999241781878764,1,3,0.999047020746871,0.996825312088934,0.998792349410838,1,1,0,0,T13,LOS,LOS,0,0,,,penetration_threshold
LP_caseB,B,LP,30,1.5,0.25,1,1,0.910733007211084,0.296731309928505,8,8,-66.3239740341142,-65.8940343104127,5.50526096546027,1.99600798403304,4.65516481289401,5.45550034428969,42.4151696607021,11.7337174426833,2.50675796780604,-71.6142651337823,-66.109004168322,0.28149860781816,0.167250768543828,6.57707475514019,74.5,-8.28714481276262,1,0.825020064452328,1,5,0.876184691012869,0.722139265199468,0.788786072470148,1,1,0,0,T13,LOS,LOS,0,0,,,penetration_threshold
