n_samples,baseline_errors,proposed_errors,rescued_by_proposed,harmed_by_proposed,net_error_gain,rescue_rate_given_baseline_error,harm_rate_given_baseline_correct
336,55,57,4,6,-2,0.0727272727272727,0.0213523131672598
