case_name,scenario,polarization,pos_id,x_m,y_m,label,r_CP,a_FP,fp_energy_db,mean_excess_delay_ns,baseline_score,proposed_score,baseline_pred,proposed_pred,baseline_wrong,proposed_wrong,rescued_by_proposed,harmed_by_proposed,score_delta_proposed_minus_baseline
CP_caseA,A,CP,36,0.75,0.75,1,6.88122962498762,0.297147888935415,-66.6851545134323,2.85313353864456,0.992997085641734,0.992905521788482,1,1,0,0,0,0,-9.15638532527074e-05
CP_caseA,A,CP,37,1.5,0.75,1,13.4298157738779,0.408619398969646,-66.9015564391578,3.16408193418372,0.989981830778982,0.996866980040757,1,1,0,0,0,0,0.00688514926177497
CP_caseA,A,CP,38,2.25,0.75,1,6.36480423272556,0.3857987854238,-66.7875483797089,2.6052687996177,0.992161449080747,0.995891220002679,1,1,0,0,0,0,0.00372977092193183
CP_caseA,A,CP,39,3,0.75,1,3.57508967361124,0.306809207030618,-66.8785362593472,3.28520515272841,0.980915430831813,0.984460191682024,1,1,0,0,0,0,0.00354476085021105
CP_caseA,A,CP,40,3.75,0.75,1,2.55264565363851,0.305248290682609,-67.6002491215021,3.37135355113918,0.984945188865212,0.986087730346667,1,1,0,0,0,0,0.00114254148145565
CP_caseA,A,CP,41,4.5,0.75,1,2.04195903030554,0.397875140604093,-69.9441984301975,3.2975611711852,0.953599520122953,0.987908507350226,1,1,0,0,0,0,0.0343089872272736
CP_caseA,A,CP,42,5.25,0.75,1,1.76170930265421,0.399833906322109,-70.9498033229632,3.68068457168626,0.935349804378244,0.978064068341351,1,1,0,0,0,0,0.0427142639631068
CP_caseA,A,CP,43,0.75,1.25,1,18.7820954871264,0.293365053610212,-70.3084626905271,4.58708885528468,0.966968114514842,0.962322202916462,1,1,0,0,0,0,-0.0046459115983799
CP_caseA,A,CP,44,1.5,1.25,1,46.313400399652,0.3158144386366,-69.5166490031935,4.88355777992248,0.978171105820851,0.999824903894449,1,1,0,0,0,0,0.0216537980735981
CP_caseA,A,CP,45,2.25,1.25,1,27.4959676498481,0.336823512658338,-68.9102255920954,3.64397732321977,0.966359737471087,0.974267580304947,1,1,0,0,0,0,0.00790784283385959
CP_caseA,A,CP,46,3,1.25,1,9.69753805591385,0.30485709535165,-68.4726421489066,3.49664923805488,0.98087901743464,0.992117250990837,1,1,0,0,0,0,0.0112382335561978
CP_caseA,A,CP,47,3.75,1.25,1,5.43118530206913,0.3833082780982,-69.8176684587719,3.88543794553148,0.966937610449311,0.988513700268939,1,1,0,0,0,0,0.0215760898196283
CP_caseA,A,CP,48,4.5,1.25,1,3.74326711113754,0.400391046069316,-70.1991564313846,3.57162933962779,0.934009901403241,0.977326966367904,1,1,0,0,0,0,0.0433170649646628
CP_caseA,A,CP,49,5.25,1.25,1,3.00963782310949,0.336823697112223,-71.1131757577659,2.8172164403783,0.970739091290125,0.986236810549935,1,1,0,0,0,0,0.0154977192598105
CP_caseA,A,CP,50,0.75,1.75,1,34.4179062962526,0.359301707207391,-73.2370118064277,5.56637913436637,0.844244117868218,0.858202148501007,1,1,0,0,0,0,0.0139580306327887
CP_caseA,A,CP,51,1.5,1.75,1,97.3479092027738,0.291417729412965,-73.4193061295536,4.81063549690051,0.932265016966651,0.999997204992377,1,1,0,0,0,0,0.0677321880257268
CP_caseA,A,CP,52,2.25,1.75,1,72.5292862227131,0.380496759783448,-72.113646408812,4.5124497936467,0.85029937965805,0.819076868616018,1,1,0,0,0,0,-0.0312225110420322
CP_caseA,A,CP,53,3,1.75,1,27.5529249881448,0.400705177397665,-70.9138822081414,4.08635087363373,0.943426233603417,0.977763746272253,1,1,0,0,0,0,0.0343375126688361
CP_caseA,A,CP,54,3.75,1.75,1,11.8534519206815,0.273004333137696,-70.0478399641264,3.81279742209294,0.954787597251693,0.956057137347352,1,1,0,0,0,0,0.00126954009565927
CP_caseA,A,CP,55,4.5,1.75,1,7.56697919600134,0.349639615888064,-71.2077004667345,2.95222959948736,0.978174794453976,0.993004457534457,1,1,0,0,0,0,0.0148296630804809
CP_caseA,A,CP,56,5.25,1.75,1,2.34023678766688,0.238661596527507,-69.3369656635771,2.88328485346151,0.984725280826428,0.984621828285737,1,1,0,0,0,0,-0.000103452540691218
CP_caseB,B,CP,1,0.75,-1.75,1,0.103775975617524,0.247563294824086,-71.0491865901122,3.65422062931121,0.938979643448364,0.952052601837818,1,1,0,0,0,0,0.0130729583894537
CP_caseB,B,CP,2,1.5,-1.75,1,0.0986881158851001,0.257943191442068,-67.477276204018,3.33823194037139,0.991940544375787,0.991819146247033,1,1,0,0,0,0,-0.000121398128754002
CP_caseB,B,CP,3,2.25,-1.75,1,0.0605685546181434,0.288905588085801,-67.8266183257758,3.02103985670593,0.99896709360903,0.999547670926142,1,1,0,0,0,0,0.000580577317111142
CP_caseB,B,CP,4,3,-1.75,1,0.0721502140697905,0.231465157106247,-67.1094609243408,2.68047180191423,0.973027325439463,0.975611910490112,1,1,0,0,0,0,0.00258458505064951
CP_caseB,B,CP,5,3.75,-1.75,1,0.0816488926171872,0.291019656449109,-67.6990592278524,2.82605151312571,0.996965305372968,0.998580230584022,1,1,0,0,0,0,0.00161492521105389
