feature_name,gamma_CP_rx1,gamma_CP_rx2,a_FP_RHCP_rx1,a_FP_LHCP_rx1,a_FP_RHCP_rx2,a_FP_LHCP_rx2
gamma_CP_rx1,1,-0.614379570451212,0.457762958294246,0.0602344593932474,-0.264693476562728,0.144543442036337
gamma_CP_rx2,-0.614379570451212,1,-0.181120517333549,-0.035039352435843,0.428502952289053,-0.322437721034589
a_FP_RHCP_rx1,0.457762958294246,-0.181120517333549,1,0.431253676139026,0.132876721921826,0.0561387113377527
a_FP_LHCP_rx1,0.0602344593932474,-0.035039352435843,0.431253676139026,1,0.38998623316915,0.577638589863223
a_FP_RHCP_rx2,-0.264693476562728,0.428502952289053,0.132876721921826,0.38998623316915,1,0.352609655876683
a_FP_LHCP_rx2,0.144543442036337,-0.322437721034589,0.0561387113377527,0.577638589863223,0.352609655876683,1
