feature_name,gamma_CP_rx1,gamma_CP_rx2,a_FP_RHCP_rx1,a_FP_LHCP_rx1,a_FP_RHCP_rx2,a_FP_LHCP_rx2
gamma_CP_rx1,1,-0.402323991797676,0.692276144907724,0.121394395078606,0.328503075871497,0.324948735475051
gamma_CP_rx2,-0.402323991797676,1,-0.246274777853725,0.0162679425837321,0.121462747778537,-0.350649350649351
a_FP_RHCP_rx1,0.692276144907724,-0.246274777853725,1,0.582365003417635,0.509227614490772,0.421599453178401
a_FP_LHCP_rx1,0.121394395078606,0.0162679425837321,0.582365003417635,1,0.485440874914559,0.484347231715653
a_FP_RHCP_rx2,0.328503075871497,0.121462747778537,0.509227614490772,0.485440874914559,1,0.51866028708134
a_FP_LHCP_rx2,0.324948735475051,-0.350649350649351,0.421599453178401,0.484347231715653,0.51866028708134,1
