group_type,group_name,n_samples,n_los,n_nlos,accuracy,precision,recall,specificity,f1_score,balanced_accuracy,auc,brier_score,tp,tn,fp,fn
case_name,CP_caseA,56,56,0,1,1,1,NaN,1,1,NaN,0.0304536556874935,56,0,0,0
case_name,CP_caseB,56,35,21,0.732142857142857,0.7,1,0.285714285714286,0.823529411764706,0.642857142857143,0.912925170068027,0.155934969088881,35,6,15,0
case_name,CP_caseC,56,21,35,0.714285714285714,0.580645161290323,0.857142857142857,0.628571428571429,0.692307692307692,0.742857142857143,0.759183673469388,0.217487785714395,18,22,13,3
case_name,LP_caseA,56,56,0,0.517857142857143,1,0.517857142857143,NaN,0.682352941176471,0.517857142857143,NaN,0.25092814620764,29,0,0,27
case_name,LP_caseB,56,35,21,0.571428571428571,0.866666666666667,0.371428571428571,0.904761904761905,0.52,0.638095238095238,0.842176870748299,0.238731232752507,13,19,2,22
case_name,LP_caseC,56,21,35,0.642857142857143,0.571428571428571,0.19047619047619,0.914285714285714,0.285714285714286,0.552380952380952,0.730612244897959,0.201285996297003,4,32,3,17
