group_type,group_name,n_samples,n_los,n_nlos,accuracy,precision,recall,specificity,f1_score,balanced_accuracy,auc,brier_score,tp,tn,fp,fn
polarization,CP,168,112,56,0.81547619047619,0.795620437956204,0.973214285714286,0.5,0.875502008032129,0.736607142857143,0.893176020408163,0.13462547016359,109,28,28,3
polarization,LP,168,112,56,0.577380952380952,0.901960784313726,0.410714285714286,0.910714285714286,0.564417177914111,0.660714285714286,0.849330357142857,0.230315125085717,46,51,5,66
