model_name,feature_name,rep_idx,baseline_auc,permuted_auc,auc_drop
logistic,a_FP_RHCP_rx2,22,0.91390306122449,0.913265306122449,0.000637755102040782
rf,a_FP_RHCP_rx2,22,0.90625,0.905293367346939,0.00095663265306134
logistic,a_FP_LHCP_rx2,22,0.91390306122449,0.915178571428571,-0.00127551020408168
rf,a_FP_LHCP_rx2,22,0.90625,0.886001275510204,0.0202487244897962
logistic,gamma_CP_rx1,23,0.91390306122449,0.905293367346939,0.00860969387755095
rf,gamma_CP_rx1,23,0.90625,0.899394132653061,0.00685586734693888
logistic,gamma_CP_rx2,23,0.91390306122449,0.872130102040816,0.0417729591836733
rf,gamma_CP_rx2,23,0.90625,0.847576530612245,0.0586734693877551
logistic,a_FP_RHCP_rx1,23,0.91390306122449,0.891581632653061,0.0223214285714286
rf,a_FP_RHCP_rx1,23,0.90625,0.904177295918367,0.00207270408163274
logistic,a_FP_LHCP_rx1,23,0.91390306122449,0.825573979591837,0.088329081632653
rf,a_FP_LHCP_rx1,23,0.90625,0.90609056122449,0.00015943877551039
logistic,a_FP_RHCP_rx2,23,0.91390306122449,0.915497448979592,-0.00159438775510212
rf,a_FP_RHCP_rx2,23,0.90625,0.904815051020408,0.00143494897959195
logistic,a_FP_LHCP_rx2,23,0.91390306122449,0.912308673469388,0.0015943877551019
rf,a_FP_LHCP_rx2,23,0.90625,0.876594387755102,0.0296556122448981
logistic,gamma_CP_rx1,24,0.91390306122449,0.893176020408163,0.0207270408163265
rf,gamma_CP_rx1,24,0.90625,0.906887755102041,-0.000637755102040671
