config,auc,accuracy,f1,ece,delta_auc_vs_combined
r_CP_only,0.582634408602151,0.898930481283422,0.663793103448276,0.017283355052711,-0.301541218637993
a_FP_only,0.880627240143369,0.916934046345811,0.955932203389831,0.0410153255605507,-0.00354838709677419
combined,0.884175627240143,0.916934046345811,0.926829268292683,0.0382373953402631,0
