config,auc,accuracy,f1,ece,delta_auc_vs_combined
gamma_CP_only,0.407142857142857,0.625757575757576,0.606060606060606,5.55111512312578e-17,-0.441428571428571
a_FP_only,0.855714285714286,0.784848484848485,0.782608695652174,0.0656225638840878,0.00714285714285712
fp_idx_diff_only,0.647857142857143,0.537878787878788,0.566037735849057,0.0379126717351562,-0.200714285714286
combined,0.848571428571429,0.803030303030303,0.8,0.099584150282931,0
