feature_name,gamma_CP_rx1,gamma_CP_rx2,a_FP_RHCP_rx1,a_FP_LHCP_rx1,a_FP_RHCP_rx2,a_FP_LHCP_rx2,fp_idx_diff_rx12
gamma_CP_rx1,1,-0.371563827680828,0.694214089651411,0.0925392247232249,0.320710072343187,0.303305253870987,-0.181298335273181
gamma_CP_rx2,-0.371563827680828,1,-0.177619523727609,0.0216908280132269,0.255352426491167,-0.330314304502071,-0.230713876447184
a_FP_RHCP_rx1,0.694214089651411,-0.177619523727609,1,0.579913682725238,0.549090763941403,0.43518704127517,-0.30255384094499
a_FP_LHCP_rx1,0.0925392247232249,0.0216908280132269,0.579913682725238,1,0.435190167574842,0.476746934100057,-0.288319792882105
a_FP_RHCP_rx2,0.320710072343187,0.255352426491167,0.549090763941403,0.435190167574842,1,0.535073095081982,-0.501615208368442
a_FP_LHCP_rx2,0.303305253870987,-0.330314304502071,0.43518704127517,0.476746934100057,0.535073095081982,1,-0.208230037971775
fp_idx_diff_rx12,-0.181298335273181,-0.230713876447184,-0.30255384094499,-0.288319792882105,-0.501615208368442,-0.208230037971775,1
