group_name,n_samples,n_los,n_nlos,accuracy,precision,recall,specificity,f1_score,balanced_accuracy,auc,brier_score,tp,tn,fp,fn,fold_id
fold_1,67,61,6,0.791044776119403,0.979591836734694,0.786885245901639,0.833333333333333,0.872727272727273,0.810109289617486,0.898907103825136,0.158665661111568,48,5,1,13,1
fold_2,68,61,7,0.838235294117647,0.962962962962963,0.852459016393443,0.714285714285714,0.904347826086957,0.783372365339578,0.817330210772834,0.107706363775617,52,5,2,9,2
fold_3,67,60,7,0.91044776119403,1,0.9,1,0.947368421052632,0.95,0.966666666666667,0.0715297047073013,54,7,0,6,3
fold_4,67,60,7,0.805970149253731,0.979591836734694,0.8,0.857142857142857,0.880733944954128,0.828571428571429,0.871428571428571,0.141684472764852,48,6,1,12,4
fold_5,67,60,7,0.940298507462687,1,0.933333333333333,1,0.96551724137931,0.966666666666667,0.985714285714286,0.0568183692578657,56,7,0,4,5
