Row,r_CP,a_FP,fp_energy_db,skewness_pdp,kurtosis_pdp
r_CP,1,0.248301272934141,-0.00949149319542797,0.0271143040091489,-0.0150514985322203
a_FP,0.248301272934141,1,0.668854709231982,0.340802385829494,0.0222856887880953
fp_energy_db,-0.00949149319542797,0.668854709231982,1,0.491093204110835,0.100827173222532
skewness_pdp,0.0271143040091489,0.340802385829494,0.491093204110835,1,0.811586853372999
kurtosis_pdp,-0.0150514985322203,0.0222856887880953,0.100827173222532,0.811586853372999,1
