label_mode,scope,feature_name,n_missing,n_valid
material_class,C,gamma_CP_rx1,0,56
material_class,C,gamma_CP_rx2,0,56
material_class,C,a_FP_RHCP_rx1,0,56
material_class,C,a_FP_LHCP_rx1,0,56
material_class,C,a_FP_RHCP_rx2,0,56
material_class,C,a_FP_LHCP_rx2,0,56
