label_mode,scope,feature_name,n_missing,n_valid
geometric_class,B,gamma_CP_rx1,0,56
geometric_class,B,gamma_CP_rx2,0,56
geometric_class,B,a_FP_RHCP_rx1,0,56
geometric_class,B,a_FP_LHCP_rx1,0,56
geometric_class,B,a_FP_RHCP_rx2,0,56
geometric_class,B,a_FP_LHCP_rx2,0,56
