pos_id,r_CP,a_FP,label,valid_flag,fp_idx_RHCP,fp_idx_LHCP,RSS_RHCP,RSS_LHCP,r_CP_rx1,r_CP_rx2,a_FP_RHCP_rx1,a_FP_LHCP_rx1,a_FP_RHCP_rx2,a_FP_LHCP_rx2,fp_idx_RHCP_rx1,fp_idx_LHCP_rx1,fp_idx_RHCP_rx2,fp_idx_LHCP_rx2,position_id,scenario,distance_m
30,3.88683953928115,0.355486214767487,1,1,8,8,-57.9013558373142,-61.1853611416001,5.03609041764885,2.73758866091344,0.377208682077032,0.327234962949554,0.375502752900808,0.341998461142553,8,8,8,8,30,NA,NaN
31,4.62128428745397,0.273118648052286,1,1,12,12,-59.5491219482908,-61.5679730532314,4.41406617733861,4.82850239756932,0.32339100355835,0.224183982231721,0.31705056339423,0.227849043024842,12,12,12,12,31,NA,NaN
32,6.16429846089102,0.268145518902152,1,1,17,17,-61.3839123313231,-62.4764843672567,4.52435061508973,7.8042463066923,0.35909302587442,0.188802908622782,0.344904331845022,0.179781809266382,17,17,17,17,32,NA,NaN
33,8.04664206958507,0.276845294874724,1,1,22,22,-63.349252242786,-64.4202509521169,4.64537792397422,11.4479062151959,0.41458997462831,0.164604444454403,0.452813976730163,0.0753727836860219,22,22,22,22,33,NA,NaN
34,8.57016538040243,0.248636110368452,1,1,27,27,-63.9965982333745,-64.0758152331276,4.39511464573841,12.7452161150664,0.366062784174736,0.177815666639274,0.351293102252406,0.09937288840739,27,27,27,27,34,NA,NaN
35,3.485684595893,0.176459633240742,1,1,31,32,-65.6754594699552,-65.5180736703188,1.46028366721989,5.5110855245661,0.27041366532247,0.106016852221229,0.261327739222304,0.068080276196964,31,32,31,32,35,NA,NaN
36,1.99789865153473,0.369344717743193,1,1,5.5,6,-57.8655812506474,-67.5743437473108,3.01848225615903,0.977315046910426,0.297147888935431,0.366943452016337,0.403815373209187,0.409472156811818,5,6,6,6,36,NA,NaN
37,13.4817818897276,0.328309324578336,1,1,9,9,-57.1342420123904,-67.8455240348879,26.0088624572047,0.954701322250528,0.408619398969641,0.244099537267791,0.358407531884999,0.302110830190914,9,9,9,9,37,NA,NaN
38,7.62636263253606,0.295424159374615,1,1,13,13,-58.4265978605136,-66.1942844011314,13.0544421278199,2.19828313725222,0.385798785423798,0.212961194552593,0.362530424748854,0.220406232773215,13,13,13,13,38,NA,NaN
39,4.84632690137516,0.214459819716019,1,1,17,17.5,-60.4902650593105,-65.4761316311281,8.1692170573196,1.52343674543072,0.306809207030681,0.129330926523737,0.270500520893602,0.151198624416055,17,17,17,18,39,NA,NaN
40,2.71017482263556,0.212851145103101,1,1,22,23,-61.7412561155731,-64.9633612059574,2.80298473596591,2.61736490930521,0.305248290682593,0.147117597068617,0.251115324960507,0.147923367700685,22,23,22,23,40,NA,NaN
41,5.16371338304013,0.23964604988876,1,1,27,27.5,-64.1730755716529,-67.1037230171445,5.80671707019856,4.5207096958817,0.397875140604071,0.0907904107960018,0.38261723194101,0.0873014162139581,27,27,27,28,41,NA,NaN
42,5.93379337322743,0.243365337370304,1,1,32,32.5,-65.4716977978804,-67.905705014069,5.49547577409266,6.37211097236219,0.399833906322096,0.0799892173177036,0.397508201850442,0.0961300239909729,32,32,32,33,42,NA,NaN
43,7.06654717200888,0.282488140229256,1,1,7.5,7,-59.2557816968809,-72.9138709397102,11.287240855082,2.8458534889358,0.293365053610208,0.254864029213996,0.362637956248175,0.219085521844644,7,7,8,7,43,NA,NaN
44,29.044171773352,0.189258500100708,1,1,10,10,-57.7031797337031,-71.5555862393229,57.5085119146134,0.57983163209069,0.315814438636595,0.106282811911467,0.165564020212827,0.169372729641942,10,10,10,10,44,NA,NaN
45,5.65418217981248,0.207161233746416,1,1,14,14.5,-58.289808885238,-70.8953191736655,10.2230744379666,1.08528992165833,0.336823512658337,0.115238070080301,0.223194979467406,0.153388372779621,14,15,14,14,45,NA,NaN
46,3.46287967059324,0.20603727407488,1,1,18,19,-59.9125935194947,-68.6954807643896,5.95597213486435,0.969787206322131,0.304857095351649,0.149227963604316,0.237532773278257,0.132531264065298,18,19,18,19,46,NA,NaN
47,3.15575041117817,0.231434109660862,1,1,23,24,-61.7809296209091,-67.3733734488791,3.98259892947053,2.32890189288581,0.383308278098089,0.138629860422493,0.255798480884324,0.147999819238542,23,24,23,24,47,NA,NaN
48,4.12431961928222,0.233082479188291,1,1,28,29,-63.0866721873006,-67.4263422319951,4.6515668549099,3.59707238365454,0.400391046069321,0.144334913145374,0.290536394537406,0.0970675630010635,28,29,28,29,48,NA,NaN
49,1.22042838829449,0.233818696225839,1,1,32,34.5,-65.2510577423847,-70.2505718287408,1.38082086010759,1.06003591648138,0.336823697112142,0.150424996292382,0.353866793674006,0.0941592978248276,32,34,32,35,49,NA,NaN
50,1.54527495917967,0.290386458784149,1,1,10,10,-61.6672467448725,-75.6402780771044,2.34198263430633,0.748567284052999,0.359301707207392,0.312482149096989,0.260602133029299,0.229159845802917,10,10,10,10,50,NA,NaN
51,1.63419038489465,0.236843259928691,1,1,12.5,13,-59.2430008852508,-75.4974222587379,2.98271930374477,0.285661466044517,0.291417729413014,0.37746568651476,0.126366360954941,0.152123262832047,12,13,13,13,51,NA,NaN
52,10.6398911415651,0.180090543975209,1,1,16,17,-59.1890556750521,-71.3418245283932,21.0414988481999,0.238283434930235,0.380496759783408,0.16373467417559,0.0861220669843523,0.0900086749574839,16,16,16,18,52,NA,NaN
53,5.33625176849174,0.213266793123447,1,1,20,21.5,-60.2366214310768,-72.3152056441774,10.2433984416507,0.429105095332728,0.400705177397676,0.113214081670128,0.234701391964913,0.104446521461072,20,21,20,22,53,NA,NaN
54,2.4073615126306,0.163760065644,1,1,24,26,-60.4150898310468,-70.1524423078298,4.21585249486652,0.598870530394678,0.273004333137688,0.102599357616485,0.216800333250949,0.062636238570875,24,26,24,26,54,NA,NaN
55,7.33820762566459,0.199716979440037,1,1,29,29.5,-61.9865790336569,-70.548695600446,11.9771696911463,2.69924556018286,0.349639615888069,0.065990557294409,0.331825495189728,0.0514122493879431,29,29,29,30,55,NA,NaN
56,2.75491894989514,0.205215655432384,1,1,33.5,35,-62.8654375364821,-65.5682582623424,1.87882207659435,3.63101582319592,0.238661596527476,0.186727556336011,0.190022405738345,0.205451063127706,33,35,34,35,56,NA,NaN
