feature_x,feature_y,gamma_cp_rx2,a_fp_rhcp_rx1,partial_dependence,pd_gamma_cp_rx2,pd_a_fp_rhcp_rx1,interaction_residual
gamma_CP_rx2,a_FP_RHCP_rx1,1.79072029775181,0.184499342253071,0.737276785714286,0.825791170634921,0.905667162698413,0.0328442857142862
gamma_CP_rx2,a_FP_RHCP_rx1,1.87992142772256,0.184499342253071,0.737276785714286,0.825791170634921,0.905667162698413,0.0328442857142862
gamma_CP_rx2,a_FP_RHCP_rx1,1.9691225576933,0.184499342253071,0.737276785714286,0.825791170634921,0.905667162698413,0.0328442857142862
gamma_CP_rx2,a_FP_RHCP_rx1,-0.171704561604594,0.196699075628745,0.54796626984127,0.82812251984127,0.653125,-0.120863551587301
gamma_CP_rx2,a_FP_RHCP_rx1,-0.0825034316338479,0.196699075628745,0.549751984126984,0.82812251984127,0.653125,-0.120863551587301
gamma_CP_rx2,a_FP_RHCP_rx1,0.00669769833689773,0.196699075628745,0.549751984126984,0.82812251984127,0.647991071428571,-0.120863551587301
gamma_CP_rx2,a_FP_RHCP_rx1,0.0958988283076434,0.196699075628745,0.546031746031746,0.82812251984127,0.646056547619048,-0.120491527777777
gamma_CP_rx2,a_FP_RHCP_rx1,0.185099958278389,0.196699075628745,0.546031746031746,0.82812251984127,0.638318452380952,-0.115357599206349
gamma_CP_rx2,a_FP_RHCP_rx1,0.274301088249135,0.196699075628745,0.534499007936508,0.82812251984127,0.638318452380952,-0.115357599206349
gamma_CP_rx2,a_FP_RHCP_rx1,0.36350221821988,0.196699075628745,0.5296875,0.82812251984127,0.623995535714286,-0.122351646825397
gamma_CP_rx2,a_FP_RHCP_rx1,0.452703348190626,0.196699075628745,0.53234126984127,0.82812251984127,0.622805059523809,-0.122029226190476
gamma_CP_rx2,a_FP_RHCP_rx1,0.541904478161372,0.196699075628745,0.525892857142857,0.82812251984127,0.584139384920635,-0.12287248015873
