case_name,n_samples,n_los,n_nlos,r_cp_auc_raw,r_cp_auc_best,los_median,los_min,los_max,nlos_median,nlos_min,nlos_max,perfect_separation,separation_direction,threshold_candidate,separation_margin
CP_caseB,56,35,21,0.53469387755102,0.53469387755102,1.64548658059863,0.0605685546181434,97.3621832724058,0.709525143707487,0.0363749942553935,4.11129056403929,0,none,NaN,NaN
CP_caseC,56,21,35,0.508843537414966,0.508843537414966,1.19253897642827,0.0622113046945295,75.8240063633999,0.506605613833067,0.0608378851860154,57.2488547259908,0,none,NaN,NaN
LP_caseB,56,35,21,0.591836734693878,0.591836734693878,1.42884526247624,0.182990348115034,25.2390649782474,1.37908396407456,0.200105436781253,3.05040867216964,0,none,NaN,NaN
LP_caseC,56,21,35,0.658503401360544,0.658503401360544,1.89204058270186,0.18312001373512,15.0452324928395,1.07195016535857,0.0469802657589557,6.87547830063414,0,none,NaN,NaN
