group_name,n_samples,n_los,n_nlos,accuracy,precision,recall,specificity,f1_score,balanced_accuracy,auc,brier_score,tp,tn,fp,fn
overall,336,302,34,0.857142857142857,0.984732824427481,0.854304635761589,0.882352941176471,0.914893617021277,0.86832878846903,0.907869107908064,0.107282180542048,258,30,4,44
