label_mode,scope,group_display,x_m,y_m,n_finite,winner_feature,runner_feature,winner_auc,runner_auc,margin,min_class_local,unstable_flag,stable_flag,fp_idx_rank,fp_idx_auc,fp_idx_gap_to_best
material_class,C,Material / C,0.75,-1.75,7,gamma_CP_rx2,fp_idx_diff_rx12,0.857142857142857,0.857142857142857,0,1,1,0,2,0.857142857142857,0
material_class,C,Material / C,0.75,-1.25,7,fp_idx_diff_rx12,gamma_CP_rx1,0.821428571428571,0.785714285714286,0.0357142857142849,1,1,0,1,0.821428571428571,0
material_class,C,Material / C,0.75,-0.75,7,fp_idx_diff_rx12,gamma_CP_rx1,0.857142857142857,0.785714285714286,0.071428571428571,1,1,0,1,0.857142857142857,0
material_class,C,Material / C,0.75,-0.25,7,fp_idx_diff_rx12,gamma_CP_rx1,0.857142857142857,0.785714285714286,0.071428571428571,1,1,0,1,0.857142857142857,0
material_class,C,Material / C,0.75,0.25,7,fp_idx_diff_rx12,gamma_CP_rx1,0.892857142857143,0.714285714285714,0.178571428571429,1,1,0,1,0.892857142857143,0
material_class,C,Material / C,0.75,0.75,7,gamma_CP_rx1,a_FP_RHCP_rx1,1,1,0,1,1,0,5,1,0
material_class,C,Material / C,0.75,1.25,7,a_FP_RHCP_rx2,a_FP_LHCP_rx2,1,1,0,2,1,0,3,1,0
material_class,C,Material / C,0.75,1.75,7,a_FP_RHCP_rx2,fp_idx_diff_rx12,1,1,0,2,1,0,2,1,0
material_class,C,Material / C,1.5,-1.75,7,gamma_CP_rx2,a_FP_LHCP_rx1,0.846153846153846,0.653846153846154,0.192307692307692,2,1,0,4,0.596153846153846,0.25
material_class,C,Material / C,1.5,-1.25,7,gamma_CP_rx2,fp_idx_diff_rx12,0.928571428571429,0.857142857142857,0.0714285714285721,1,1,0,2,0.857142857142857,0.0714285714285721
material_class,C,Material / C,1.5,-0.75,7,gamma_CP_rx2,fp_idx_diff_rx12,0.857142857142857,0.857142857142857,0,1,1,0,2,0.857142857142857,0
material_class,C,Material / C,1.5,-0.25,7,fp_idx_diff_rx12,gamma_CP_rx1,0.857142857142857,0.785714285714286,0.071428571428571,1,1,0,1,0.857142857142857,0
material_class,C,Material / C,1.5,0.25,7,fp_idx_diff_rx12,gamma_CP_rx1,0.892857142857143,0.785714285714286,0.107142857142857,1,1,0,1,0.892857142857143,0
