Row,gamma_CP_rx1,gamma_CP_rx2,a_FP_RHCP_rx1,a_FP_LHCP_rx1,a_FP_RHCP_rx2,a_FP_LHCP_rx2
gamma_CP_rx1,1,0.497958451498275,0.569455359278368,0.0968069839751256,0.0686694912358629,0.216241842348037
gamma_CP_rx2,0.497958451498275,1,0.216583524105648,0.00492021730959784,0.27150886664161,0.271030512180955
a_FP_RHCP_rx1,0.569455359278368,0.216583524105648,1,0.535748453890047,0.355485700618444,0.274182526394916
a_FP_LHCP_rx1,0.0968069839751256,0.00492021730959784,0.535748453890047,1,0.467420644411795,0.545981822530495
a_FP_RHCP_rx2,0.0686694912358629,0.27150886664161,0.355485700618444,0.467420644411795,1,0.475877267912666
a_FP_LHCP_rx2,0.216241842348037,0.271030512180955,0.274182526394916,0.545981822530495,0.475877267912666,1
