model_name,feature_name,rep_idx,baseline_auc,permuted_auc,auc_drop
logistic,a_FP_RHCP_rx2,10,0.943653250773994,0.939318885448917,0.00433436532507736
rf,a_FP_RHCP_rx2,10,0.935603715170279,0.939318885448917,-0.00371517027863788
logistic,a_FP_LHCP_rx2,10,0.943653250773994,0.946130030959752,-0.00247678018575848
rf,a_FP_LHCP_rx2,10,0.935603715170279,0.93374613003096,0.00185758513931888
logistic,gamma_CP_rx1,11,0.943653250773994,0.938699690402477,0.00495356037151717
rf,gamma_CP_rx1,11,0.935603715170279,0.93343653250774,0.00216718266253868
logistic,gamma_CP_rx2,11,0.943653250773994,0.915170278637771,0.028482972136223
rf,gamma_CP_rx2,11,0.935603715170279,0.931578947368421,0.00402476780185756
logistic,a_FP_RHCP_rx1,11,0.943653250773994,0.93312693498452,0.0105263157894738
rf,a_FP_RHCP_rx1,11,0.935603715170279,0.918885448916409,0.01671826625387
logistic,a_FP_LHCP_rx1,11,0.943653250773994,0.937461300309598,0.00619195046439636
rf,a_FP_LHCP_rx1,11,0.935603715170279,0.925696594427245,0.00990712074303401
logistic,a_FP_RHCP_rx2,11,0.943653250773994,0.941176470588235,0.00247678018575848
rf,a_FP_RHCP_rx2,11,0.935603715170279,0.936842105263158,-0.00123839009287918
logistic,a_FP_LHCP_rx2,11,0.943653250773994,0.944891640866873,-0.00123839009287918
rf,a_FP_LHCP_rx2,11,0.935603715170279,0.93374613003096,0.00185758513931888
logistic,gamma_CP_rx1,12,0.943653250773994,0.935603715170279,0.00804953560371535
rf,gamma_CP_rx1,12,0.935603715170279,0.935603715170279,-2.22044604925031e-16
logistic,gamma_CP_rx2,12,0.943653250773994,0.938080495356037,0.00557275541795677
rf,gamma_CP_rx2,12,0.935603715170279,0.93250773993808,0.00309597523219829
logistic,a_FP_RHCP_rx1,12,0.943653250773994,0.93250773993808,0.0111455108359135
rf,a_FP_RHCP_rx1,12,0.935603715170279,0.917647058823529,0.0179566563467493
logistic,a_FP_LHCP_rx1,12,0.943653250773994,0.936842105263158,0.00681114551083595
rf,a_FP_LHCP_rx1,12,0.935603715170279,0.923839009287926,0.011764705882353
logistic,a_FP_RHCP_rx2,12,0.943653250773994,0.940557275541796,0.00309597523219829
rf,a_FP_RHCP_rx2,12,0.935603715170279,0.935603715170279,-1.11022302462516e-16
logistic,a_FP_LHCP_rx2,12,0.943653250773994,0.947987616099071,-0.00433436532507736
rf,a_FP_LHCP_rx2,12,0.935603715170279,0.936842105263158,-0.00123839009287929
logistic,gamma_CP_rx1,13,0.943653250773994,0.934984520123839,0.00866873065015483
rf,gamma_CP_rx1,13,0.935603715170279,0.935913312693499,-0.000309597523220018
logistic,gamma_CP_rx2,13,0.943653250773994,0.952941176470588,-0.00928792569659431
rf,gamma_CP_rx2,13,0.935603715170279,0.934365325077399,0.00123839009287918
logistic,a_FP_RHCP_rx1,13,0.943653250773994,0.951083591331269,-0.00743034055727543
rf,a_FP_RHCP_rx1,13,0.935603715170279,0.924767801857585,0.0108359133126935
logistic,a_FP_LHCP_rx1,13,0.943653250773994,0.939938080495356,0.00371517027863777
rf,a_FP_LHCP_rx1,13,0.935603715170279,0.936842105263158,-0.00123839009287929
logistic,a_FP_RHCP_rx2,13,0.943653250773994,0.943034055727554,0.000619195046439813
rf,a_FP_RHCP_rx2,13,0.935603715170279,0.939318885448916,-0.00371517027863777
logistic,a_FP_LHCP_rx2,13,0.943653250773994,0.941795665634675,0.001857585139319
rf,a_FP_LHCP_rx2,13,0.935603715170279,0.93250773993808,0.00309597523219818
logistic,gamma_CP_rx1,14,0.943653250773994,0.93312693498452,0.0105263157894737
rf,gamma_CP_rx1,14,0.935603715170279,0.938080495356037,-0.00247678018575859
logistic,gamma_CP_rx2,14,0.943653250773994,0.929411764705882,0.0142414860681115
rf,gamma_CP_rx2,14,0.935603715170279,0.935603715170279,0
logistic,a_FP_RHCP_rx1,14,0.943653250773994,0.951702786377709,-0.00804953560371513
rf,a_FP_RHCP_rx1,14,0.935603715170279,0.919195046439628,0.0164086687306502
logistic,a_FP_LHCP_rx1,14,0.943653250773994,0.927554179566563,0.0160990712074305
rf,a_FP_LHCP_rx1,14,0.935603715170279,0.929411764705882,0.00619195046439647
logistic,a_FP_RHCP_rx2,14,0.943653250773994,0.941176470588235,0.00247678018575848
rf,a_FP_RHCP_rx2,14,0.935603715170279,0.938080495356037,-0.00247678018575848
