label_mode,scope,status,n_valid,n_los,n_nlos,auc,accuracy,lambda,n_selected,selected_features,warning_message
geometric_class,B+C,ok,112,56,56,0.839604591836735,0.75,0.0191889317634211,5,"gamma_CP_rx1, a_FP_LHCP_rx1, a_FP_RHCP_rx2, a_FP_LHCP_rx2, fp_idx_diff_rx12",
