predictor_name,permuted_delta_error
gamma_CP_rx1,0.618721966910638
gamma_CP_rx2,0.36056081623366
a_FP_RHCP_rx1,0.205830563819153
a_FP_LHCP_rx1,0.594937343564341
a_FP_RHCP_rx2,0.371295131645605
a_FP_LHCP_rx2,0.484363042781324
fp_idx_diff_rx12,-0.130188910980824
