predictor_name,permuted_delta_error
gamma_CP_rx1,0.409929229215323
gamma_CP_rx2,0.108562358868549
a_FP_RHCP_rx1,0.236652260818286
a_FP_LHCP_rx1,-0.144180030481243
a_FP_RHCP_rx2,0.406947763715602
a_FP_LHCP_rx2,0.492164072466284
fp_idx_diff_rx12,-0.130188910980824
