label_mode,scope,status,n_valid,n_los,n_nlos,auc,accuracy,lambda,n_selected,selected_features,warning_message
material_class,B+C,ok,112,95,17,0.878018575851393,0.892857142857143,0.043259849086197,5,"gamma_CP_rx1, gamma_CP_rx2, a_FP_RHCP_rx1, a_FP_RHCP_rx2, fp_idx_diff_rx12",
