predictor_name,permuted_delta_error
gamma_CP_rx1,0.616110054074053
gamma_CP_rx2,0.448607479567206
a_FP_RHCP_rx1,0.859730046867305
a_FP_LHCP_rx1,0.387070204016536
a_FP_RHCP_rx2,0.478497148930309
a_FP_LHCP_rx2,0.221337778135484
fp_idx_diff_rx12,0.198160140422672
