predictor_name,permuted_delta_error
gamma_CP_rx1,0.692596644618404
gamma_CP_rx2,-0.0249126973191844
a_FP_RHCP_rx1,0.185376894333779
a_FP_LHCP_rx1,0.71700936831742
a_FP_RHCP_rx2,0.620271057575293
a_FP_LHCP_rx2,0.198905176839392
fp_idx_diff_rx12,-0.0503742674268823
