predictor_name,permuted_delta_error
gamma_CP_rx1,0.31310988093638
gamma_CP_rx2,0.623375899881022
a_FP_RHCP_rx1,0.56273828349423
a_FP_LHCP_rx1,0.520042421369381
a_FP_RHCP_rx2,0.499749940136313
a_FP_LHCP_rx2,0.860531585546788
fp_idx_diff_rx12,0.138285283659539
